Token,POS
ya,CPOSS09
mokgwatshebetso,N03
oo,CD03
mokgatlo,N03
kapa,CONJ
mokgatlo,N03
wa,CPOSS03
nakwana,N09
o,CS03
tla,PART
laolwa,V
ka,PART
wona,PROEMP03
ke,PART
Molaodi,N01
Kakaretso,N09
kapa,CONJ
o,CS03
tla,PART
fediswa,V
ka,PART
wona,PROEMP03
.,ZE
,
Letona,N05
le,CS05
ka,PART
hlomamisa,V
matla,N06
le,PART
mesebetsi,N04
ya,CPOSS04
Molaodi,N01
Kakaretso,N09
",",ZM
Ofisi,N09
ya,CPOSS09
Ngodiso,N09
",",ZM
mokgatlo,N03
",",ZM
ditho,N08
le,PART
mekga,N04
e,CS04
nang,VCOP
le,PART
thahasello,N09
maemong,N06
ana,CD06
.,ZE
,
Maemong,N06
a,CPOSS06
khampani,N09
kapa,CONJ
khampani,N09
ya,CPOSS09
ba,CPOSS02
mmalwa,N03
(,ZPL
CC,RK
),ZPR
",",ZM
mokga,N03
ofe,ENUM
kapa,CONJ
o,CS03
fe,ENUM
o,CS03
nang,VCOP
le,PART
thahasello,N09
",",ZM
molaodi,N01
kapa,CONJ
mohlahlobi,N01
wa,CPOSS01
dibuka,N10
tsa,CPOSS10
ditjhelete,N10
wa,CPOSS01
khampani,N09
",",ZM
South,RV
African,RV
Revenue,RV
Service,RV
(,ZPL
SARS,RK
),ZPR
(,ZPL
Tshebeletso,N09
ya,CPOSS09
Lekgetho,N05
ya,CPOSS09
Afrika,N09
Borwa,N14
),ZPR
kapa,CONJ
Registrar,N09
of,RV
Companies,RV
(,ZPL
Mongodisi,N01
wa,CPOSS01
Dikhampani,N10
),ZPR
a,CS01
ka,PART
etsa,V
kopo,N09
ya,CPOSS09
hore,CONJ
khampani,N09
kapa,CONJ
CC,RK
e,CS09
hlakolwe,V
ngodisong,N09
.,ZE
,
Tshwaro,N09
e,CS09
kgethehileng,V
ya,CPOSS09
lekgetho,N05
e,CS09
nehelwa,V
mekgatlo,N04
e,CS04
sa,MNEG
shebang,V
phaello,N09
e,CS04
thehilweng,V
ka,PART
sepheo,N07
sa,CPOSS07
ho,CS15
ba,V
molemo,N03
ho,CSLOC
setjhaba,N07
ka,PART
bophara,N14
.,ZE
,
Leha,CONJ
ho,CSINDEF
le,PART
jwalo,ADV
",",ZM
tshwaro,N09
e,CS09
kgethehileng,V
e,CS09
tla,PART
fumaneha,V
feela,CONJ
ho,PART
mekgatlo,N04
e,CS09
latelang,V
dipehelo,N10
tsa,CPOSS10
Non-profit,RV
Organisations,RV
Act,RV
",",ZM
1997,RS
(,ZPL
Molao,N03
wa,CPOSS03
Mekgatlo,N04
e,CS04
sa,MNEG
Shebang,V
Phaello,N09
",",ZM
1997,RS
),ZPR
",",ZM
le,PART
melao,N04
e,CS04
nyalanang,V
le,PART
ona,PROEMP06
.,ZE
,
Mekgatlo,N04
e,CS04
lakatsang,V
ho,CN15
etsa,V
kopo,N09
ya,CPOSS09
tesello,N09
e,CS04
tshwanela,VAUX
ho,CN15
wela,V
ho,PART
se,CS07
seng,ADJ07
sa,CPOSS07
dihlopha,N08
tse,CS09
latelang,V
:,ZM
,
Khampani,N09
e,CS09
thehilweng,V
tlasa,NLOC
Section,RV
21,RS
of,RV
the,RV
Companies,RV
Act,RV
",",ZM
1973,RS
(,ZPL
Karolo,N09
ya,CPOSS09
21,RS
ya,CPOSS09
Molao,N03
wa,CPOSS03
Dikhampani,N10
",",ZM
1973,RS
),ZPR
.,ZE
,
Khampani,N09
ya,CPOSS09
Section,RV
21,RS
(,ZPL
Karolo,N09
21,RS
),ZPR
e,CS09
na,VCOP
le,PART
memorandamo,N09
le,PART
mabaka,N06
a,CPOSS06
mokgatlo,N03
jwalo,ADV
ka,PART
tokomane,N09
ya,CPOSS09
motheo,N03
mme,CONJ
e,CS09
ngodisitswe,V
ke,PART
Registrar,RV
of,RV
Companies,RV
(,ZPL
Mongodisi,N01
wa,CPOSS01
Dikhampani,N10
),ZPR
.,ZE
,
Traste,N09
e,CS09
nang,VCOP
le,PART
tokomane,N09
ya,CPOSS09
motheo,N03
le,PART
tumellano,N09
e,CS09
ngotsweng,V
ya,CPOSS09
traste,N09
",",ZM
e,CS09
ngodisitsweng,V
ho,PART
Master,RV
of,RV
the,RV
High,RV
Court,RV
(,ZPL
Moabi,N01
wa,CPOSS01
Mafa,N06
wa,CPOSS01
Lekgotla,N05
le,CS05
Phahameng,V
),ZPR
.,ZE
,
Mokgatlo,N03
wa,CPOSS03
batho,N02
.,ZE
,
Mokgatlo,N03
wa,CPOSS03
boithaopo,N14
wa,CPOSS03
batho,N02
o,CS03
laolwang,V
ke,PART
molao,N03
wa,CPOSS03
motheo,N03
.,ZE
,
Moo,CD18
tokomane,N09
ya,CPOSS09
motheo,N03
e,CS09
sa,MNEG
lateleng,V
dipehelo,N10
tsa,CPOSS10
Section,RV
30,RS
of,RV
the,RV
Non-profit,RV
Organisations,RV
Act,RV
",",ZM
1997,RS
(,ZPL
Karolo,N09
30,RS
ya,CPOSS09
Molao,N03
wa,CPOSS03
Mekgatlo,N04
e,CS09
sa,CPOSS07
Shebang,V
Phaello,N09
",",ZM
1997,RS
),ZPR
kopo,N09
e,CS09
tlameha,V
ho,CN15
felehetswa,V
ke,PART
boitlamo,N14
bo,CS14
ngotsweng,V
bo,CS14
saennweng,V
ke,PART
mokopi,N03
.,ZE
,
Tesello,N09
ya,CPOSS09
nako,N09
e,CS09
fetileng,V
e,CS09
tla,PART
tswela,V
pele,NLOC
ho,CN15
sebetsa,N07
ho,CN15
fihlela,V
nako,N09
eo,CD09
mokopi,N01
a,CS01
tsebisitsweng,V
ke,PART
South,RV
African,RV
Revenue,RV
Service,RV
(,ZPL
SARS,RK
),ZPR
(,ZPL
Tshebeletso,N09
ya,CPOSS09
Lekgetho,N05
ya,CPOSS09
Afrika,N09
Borwa,N14
ka,PART
qeto,N09
ho,CN15
ya,V
ka,PART
dipehelo,N10
tsa,CPOSS10
molao,N03
o,CS03
motjha,ADJ03
.,ZE
,
Mekgatlo,N04
eo,CD04
nakong,N09
ya,CPOSS09
jwale,ADV
e,CS04
sa,PART
fumanang,V
tesello,N09
e,CS04
molaong,N03
ya,CPOSS03
lekgetho,N05
la,CPOSS05
kuno,N09
e,CS09
ka,PART
nehelana,V
ka,PART
foromo,N09
e,CS09
tlatsitsweng,V
ya,CPOSS09
kopo,N09
mmoho,ADV
le,PART
ditokomane,N10
tse,CS10
hlokahalang,V
tsa,CPOSS10
tshehetso,N09
",",ZM
mmoho,ADV
le,PART
boitlamo,N14
bo,CS14
ngotsweng,V
ba,CS02
saenwa,V
",",ZM
moo,CD18
batho,N02
ba,CS02
sebetsang,V
tlasa,NLOC
matla,N06
a,CS06
bolebedi,N14
ba,CPOSS14
traste,N09
ba,CS02
itlamang,V
ho,CN15
latela,V
dipehelo,N10
tsa,CPOSS10
Section,RV
30,RS
of,RV
the,RV
Non-profit,RV
Organisations,RV
Act,RV
",",ZM
1997,RS
(,ZPL
Karolo,N09
30,RS
ya,CPOSS09
Molao,N03
wa,CPOSS03
Mekgatlo,N04
e,CS09
sa,PART
Shebang,V
Phaello,N09
",",ZM
1997,RS
),ZPR
.,ZE
,
Ditokomane,N10
tse,CS10
latelang,V
tse,CS10
tshehetsang,V
di,CS10
tshwanela,VAUX
ho,CN15
felehetsa,V
kopo,N09
:,ZM
,
khampani,N09
:,ZM
Hokela,V
kopi,N09
ya,CPOSS09
Memorandamo,N09
le,PART
Mabaka,N06
a,CS06
Mokgatlo,N03
(,ZPL
ho,CN15
kenyeletsa,V
le,PART
dikopi,N10
tsa,CPOSS10
diqeto,N10
tsohle,PROQUANT10
tse,CS10
ikgethang,V
tse,CD10
ngodisitsweng,V
tse,CS10
lokisang,V
memorandamo,N09
le,PART
mabaka,N06
),ZPR
,
traste,N09
:,ZM
Hokela,V
kopi,N09
ya,CPOSS09
tumellano,N09
e,CS09
ngotsweng,V
ya,CPOSS09
traste,N09
le,PART
ditumellano,N10
dife,ENUM
kapa,CONJ
dife,ENUM
tse,CS10
ngotsweng,V
tse,CS10
latelang,V
tsa,CPOSS10
ho,CN15
lokisa,V
,
mokgatlo,N03
wa,CPOSS03
batho,N02
:,ZM
Hokela,V
kopi,N09
molao,N03
wa,CPOSS03
motheo,N03
wa,CPOSS03
moraorao,N18
.,ZE
,
Mekgatlo,N04
e,CS04
thehilweng,V
ka,PART
sepheo,N07
sa,CPOSS07
sehlooho,N07
sa,CPOSS07
ho,CN15
nehelana,V
ka,PART
dithuso,N10
tsa,CPOSS10
ho,CN15
ithuta,V
",",ZM
dibasari,N10
le,PART
dikgau,N10
tsa,CPOSS10
boithuto,N14
",",ZM
phuputso,N09
le,PART
ho,CN15
ruta,V
",",ZM
e,CS09
tlameha,V
ka,PART
hodima,N16
ditokomane,N10
tse,CS10
ka,PART
hodimo,N16
tsa,CPOSS10
tshehetso,N09
e,CS09
tlatse,V
le,PART
EI,RL
3,RS
Written,RV
Undertaking,RV
(,ZPL
Boitlamo,N14
bo,CS14
Ngotsweng,V
ba,CPOSS14
EI,RL
3,RS
),ZPR
.,ZE
,
Dikolo,N10
tsa,CPOSS10
bohle,PROQUANT14
le,PART
tse,CS10
ikemetseng,V
(,ZPL
tse,CS10
poraefete,N09
),ZPR
",",ZM
ditheo,N10
tsa,CPOSS10
thuto,N09
e,CS09
phahameng,V
",",ZM
ditheo,N10
tsa,CPOSS10
adult,RV
basic,RV
education,RV
and,RV
training,RV
(,ZPL
ABET,RK
),ZPR
(,ZPL
thuto,N09
le,PART
thupelo,N09
ya,CPOSS09
motheo,N03
ya,CPOSS09
batho,N02
ba,ADJC02
baholo,ADJ02
(,ZPL
ABET,RK
),ZPR
",",ZM
mmoho,ADV
le,PART
ditheo,N10
tsa,CPOSS10
further,RV
education,RV
and,RV
training,RV
(,ZPL
FET,RK
),ZPR
(,ZPL
thuto,N09
le,PART
thupelo,N09
e,CS09
eketsehileng,V
(,ZPL
FET,RK
),ZPR
di,CS10
tlameha,V
ho,CN15
hokela,V
kopi,N09
ya,CPOSS09
setefekeiti,N07
sa,CPOSS07
ngodiso,N09
se,CS07
ntshitsweng,V
ke,PART
Education,RV
Authority,RV
(,ZPL
Bolaodi,N14
ba,CPOSS14
Thuto,N09
),ZPR
bo,CS14
tshwanelehileng,V
.,ZE
,
Sapoto,N09
ke,PART
tlameho,N09
ya,CPOSS09
ho,CN15
nehela,V
motho,N01
e,ADJC01
mong,ADJ01
",",ZM
ho,CN15
etsa,V
mohlala,N03
",",ZM
ngwana,N01
",",ZM
ntlo,N09
",",ZM
dijo,N08
",",ZM
diaparo,N08
",",ZM
thuto,N09
le,PART
kgathallo,N09
ya,CPOSS09
tsa,CPOSS10
bophelo,N14
",",ZM
kapa,CONJ
mekgwa,N04
e,CS04
hlokahalang,V
ho,CN15
fumantsha,V
motho,N01
ditshwanelo,N10
tsa,CPOSS10
bohlokwa,N14
.,ZE
,
Mosebetsi,N03
ona,CD03
o,CS03
molaong,N03
o,CS03
bitswa,V
',ZPR
mosebetsi,N03
wa,CPOSS03
ho,CN15
sapota,V
kapa,CONJ
ho,CN15
hlokomela,V
',ZPR
.,ZE
,
Ke,VCOP
mang,N14
ya,CS01
tlamehang,V
ho,CN15
nehelana,V
ka,PART
sapoto,N09
?,ZE
,
Mosebetsi,N03
wa,CPOSS03
tlhokomelo,N09
o,CS03
thehilwe,V
hodima,N16
tswalano,N09
ka,PART
madi,N06
",",ZM
ho,CN15
amohela,V
botswadi,N14
semolao,N07
",",ZM
kapa,CONJ
lebaka,N05
la,CPOSS05
hore,CONJ
balekane,N02
ba,CS02
nyalane,V
.,ZE
,
Ngwana,N01
o,CS01
tlameha,V
ho,CN15
tshehetswa,V
kapa,CONJ
ho,CN15
hlokomelwa,V
ke,PART
,
batswadi,N02
ba,CS02
hae,PROPOSSPERS
",",ZM
ebang,VAUX
ba,CS02
nyalane,V
",",ZM
ba,CS02
phela,V
mmoho,ADV
",",ZM
ba,CS02
arohane,V
kapa,CONJ
ba,CS02
kgaotse,V
lenyalo,N05
",",ZM
ho,CN15
kenyeletsa,V
le,PART
batswadi,N02
ba,CS02
amohetseng,V
ngwana,N01
ka,PART
botswadi,N14
ba,CPOSS02
semolao,N07
;,ZM
le,PART
/,RS
kapa,CONJ
,
bonkgono,N14
le,PART
bontataemoholo,N14
",",ZM
ebang,VAUX
batswadi,N02
ba,CPOSS02
ngwana,N01
ba,CS02
ne,VAUX
ba,CS02
nyalane,V
kapa,CONJ
ba,CS02
sa,PART
nyalana,V
.,ZE
,
Leha,CONJ
ho,CSINDEF
le,PART
jwalo,ADV
",",ZM
hona,PROEMP15
ho,CN15
tla,PART
fapana,V
ho,CN15
ya,V
ka,PART
maemo,N06
.,ZE
,
Mosebetsi,N03
wa,CPOSS03
ho,CN15
hlokomela,V
setho,N07
sa,CPOSS07
lelapa,N05
ha,CONJ
o,CS03
a,PART
fella,V
sapotong,N09
ya,CPOSS09
ngwana,N01
feela,CONJ
.,ZE
,
Setho,N07
sefe,ENUM
kapa,CONJ
sefe,ENUM
sa,CPOSS07
lelapa,N05
",",ZM
ho,CN15
sa,MNEG
tsotellwe,V
dilemo,N08
",",ZM
se,CS07
ka,PART
kopa,V
setho,N07
sefe,ENUM
feela,CONJ
sa,CPOSS07
lelapa,N05
ho,CN15
se,CO07
sapota,V
kapa,CONJ
ho,CN15
se,CO07
hlokomela,V
",",ZM
ho,CSINDEF
ya,V
ka,PART
dipehelo,N10
tsena,CD10
tse,ADJC10
pedi,ADJ10
tse,CS10
latelang,V
:,ZM
,
Ha,CONJ
setho,N07
sa,CPOSS07
lelapa,N05
se,CS07
tsekang,V
tshehetso,N09
se,CS07
sa,MNEG
kgone,V
ho,CN15
itlhokomela,V
.,ZE
,
Setho,N07
sa,CPOSS07
lelapa,N05
seo,CD07
ho,CN15
tsekwang,V
sapoto,N09
ho,PART
sona,PROEMP07
se,CS07
a,PART
kgona,V
ho,CN15
emelana,V
le,PART
sapoto,N09
e,CS09
tsekwang,V
.,ZE
,
Ke,PART
ditshenyehelo,N10
dife,ENUM
tse,CS10
ka,PART
tsekwang,V
?,ZE
,
O,CSPERS
ka,PART
tseka,V
tshehetso,N09
e,CS09
amohelehileng,V
e,CS09
hlokahalang,V
ho,CN15
nehela,V
ngwana,N01
kapa,CONJ
motho,N01
e,ADJC01
mong,ADJ01
ya,CS01
nang,VCOP
le,PART
tokelo,N09
ya,CPOSS09
tlhokomelo,N09
ka,PART
bophelo,N14
bo,CS14
tshwanelehileng,V
le,PART
kgodiso,N09
.,ZE
,
Hona,PROEMP15
ho,CN15
kenyeletsa,V
ho,CN15
nehelana,V
ka,PART
ditshwanelo,N10
tse,CS10
kang,PART
dijo,N08
",",ZM
diaparo,N08
le,PART
ntlo,N09
",",ZM
mmoho,ADV
le,PART
ho,CN15
lefella,V
thuto,N09
e,CS09
tshwanelehileng,V
.,ZE
,
Lekgotla,N05
hape,ADV
le,CS05
ka,PART
laela,V
ntate,N01a
ho,CN15
ba,V
le,PART
seabo,N07
tefellong,N09
ya,CPOSS09
ditshenyehelo,N10
tsa,CPOSS10
ho,CN15
pepa,V
le,PART
tlhokomelo,N09
ho,CN15
tloha,V
mohla,N03
ngwana,N01
a,CS01
tswalwang,V
ho,CN15
fihlela,V
taelo,N09
ya,CPOSS09
tlhokomelo,N09
e,CS09
nehelwa,V
.,ZE
,
Hape,ADV
lekgotla,N05
le,CS05
ka,PART
nehela,V
ka,PART
taelo,N09
ya,CPOSS09
tefo,N09
ya,CPOSS09
ditshenyehelo,N10
tsa,CPOSS10
bongaka,N14
",",ZM
kapa,CONJ
le,CS05
ka,PART
laela,V
hore,CONJ
ngwana,N01
a,CS01
ngodiswe,V
morerong,N03
wa,CPOSS03
tlhokomelo,N09
ya,CPOSS09
bongaka,N14
wa,CPOSS03
e,CS01
mong,ADJ01
wa,CPOSS03
balekane,N02
ho,CN15
ya,V
ditumellano,N10
.,ZE
,
Ho,CN15
etsa,V
hore,CONJ
lekgotla,N05
le,CS05
nehelane,V
ka,PART
taelo,N09
ya,CPOSS09
tlhokomelo,N09
e,CS09
nang,VCOP
le,PART
toka,N09
",",ZM
batho,N02
ka,PART
bobedi,N14
ba,CS02
tlameha,V
ho,CN15
neha,V
lekgotla,N05
bopaki,N14
ba,CPOSS14
ditshenyehelo,N10
tsa,CPOSS10
bona,PROEMP02
,
Tjhadimo,N09
ya,CPOSS09
hao,PROPOSSPERS
ya,CPOSS09
boitshwaro,N14
ba,CPOSS14
motswadi,N01
e,CS01
mong,ADJ01
ha,MNEG
e,CS09
na,VCOP
sephetho,N07
hodima,N16
tokelo,N09
ya,CPOSS09
bana,N02
ba,CPOSS02
hao,PROPOSSPERS
ya,CPOSS09
ho,CN15
fumana,V
sapoto,N09
.,ZE
O,CSPERS
ntse,VAUX
o,CSPERS
tshwanela,VAUX
ho,CN15
lefa,V
sapoto,N09
",",ZM
esita,CONJ
le,PART
ha,CONJ
motswadi,N01
e,CS01
mong,ADJ01
,
a,CS01
nyala,V
/,RS
nyalwa,V
hape,ADV
;,ZM
,
a,CS01
kena,V
setswalleng,N07
se,CS07
seng,ADJ07
;,ZM
,
a,CS01
sa,MNEG
o,CS01
dumelle,V
ho,CN15
bona,V
bana,N02
;,ZM
kapa,CONJ
,
ha,CONJ
e,CS01
mong,ADJ01
wa,CPOSS01
batho,N02
ha,CPOSSLOC
mmamorao,N01a
a,CS01
ka,PART
ba,V
le,PART
bana,N02
ba,CS02
bang,ADJ02
hape,ADV
.,ZE
,
Mosebetsi,N03
wa,CPOSS03
hao,PROPOSSPERS
wa,CPOSS03
ho,CN15
lefa,V
sapota,N07
le,PART
tokelo,N09
ya,CPOSS09
hao,PROPOSSPERS
ya,CPOSS09
ho,CN15
bona,V
bana,N02
ke,PART
dintho,N10
tse,CS10
pedi,ADJ09
tse,CS10
arohaneng,V
ka,PART
botlalo,N14
mme,CONJ
e,CS09
nngwe,ADJ09
ha,MNEG
e,CS09
na,VCOP
kamano,N09
le,PART
e,CS09
nngwe,ADJ09
.,ZE
,
Ho,CSINDEF
feta,V
moo,CD18
",",ZM
bana,N02
ba,CS02
lehlakore,N05
ka,PART
leng,ADJ05
ha,MNEG
ba,CS02
na,VCOP
tshusumetso,N09
ho,PART
mosebetsi,N03
wa,CPOSS03
ho,CN15
tshehetsa,V
.,ZE
,
Leha,CONJ
ho,CSINDEF
le,PART
jwalo,ADV
",",ZM
boholo,N14
ba,CS14
sapoto,N09
bo,CS14
tla,PART
lefshwa,V
bo,CS14
ka,PART
lokiswa,V
ke,PART
lekgotla,N05
ha,CONJ
le,CS05
leng,ADJ05
la,CPOSS05
mahlakore,N06
le,CS05
tlisa,V
kopo,N09
e,CS09
jwalo,ADV
.,ZE
,
Mehato,N04
e,CS04
latelwang,V
,
Etsa,V
kopo,N09
ya,CPOSS09
sapoto,N09
lekgotleng,N05
la,CPOSS05
maseterata,N01a
wa,CPOSS01
seterekeng,N07
seo,CD07
o,CSPERS
dulang,V
ho,PART
sona,PROEMP07
.,ZE
,
Ha,CONJ
o,CSPERS
tsilatsila,V
",",ZM
lekgotla,N05
la,CPOSS05
lehae,N05
la,CPOSS05
hao,PROPOSSPERS
le,CS05
tla,PART
o,COPERS
bolella,V
hore,CONJ
o,CSPERS
kenye,V
kopo,N09
ya,CPOSS09
sapoto,N09
lekgotleng,N05
lefe,ENUM
.,ZE
,
E,CS09
ya,V
lekgotleng,N05
le,CS05
lokelang,V
mme,CONJ
o,CSPERS
tlatse,V
Foromo,N09
A,RS
o,CSPERS
nehelane,V
ka,PART
yona,PROEMP09
:,ZM
Application,RV
for,RV
a,RV
maintenance,RV
order,RV
(,ZPL
Kopo,N09
ya,CPOSS09
taelo,N09
ya,CPOSS09
tlhokomelo,N09
),ZPR
.,ZE
,
Bakeng,N07
sa,CPOSS07
ho,CN15
eketsa,V
foromong,N09
e,CS09
tlatsitsweng,V
",",ZM
romela,V
bopaki,N14
ba,CPOSS14
tjhelete,N09
ya,CPOSS09
hao,PROPOSSPERS
e,CS09
kenang,V
le,PART
e,CS09
tswang,V
ya,CPOSS09
kgwedi,N09
le,PART
kgwedi,N09
",",ZM
ka,PART
dintho,N10
tse,CS10
kang,PART
dirasiti,N10
tsa,CPOSS10
ho,CN15
reka,V
dijo,N08
motlakase,N03
le,PART
/,RS
kapa,CONJ
ditefo,N10
tsa,CPOSS10
ho,CN15
hira,V
.,ZE
,
Lekgotla,N05
le,CS05
tla,PART
beha,V
letsatsi,N05
leo,CD05
wena,PROEMPPERS
le,PART
moarabi,N01
(,ZPL
motho,N01
eo,CD01
o,CS01
lakatsang,V
hore,CONJ
a,CS06
lefe,V
sapoto,N09
),ZPR
le,CS05
tlamehang,V
ho,CN15
ya,V
kgotla,V
ka,PART
lona,PROEMP05
.,ZE
,
Ofisi,N09
ya,CPOSS09
sapoto,N09
le,PART
mofuputsi,N01
o,CS01
tla,PART
fuputsa,V
tseko,N09
ya,CPOSS09
hao,PROPOSSPERS
mme,CONJ
a,CS01
lekole,V
maemo,N06
a,CS06
hao,PROPOSSPERS
.,ZE
,
Lekgotla,N05
le,CS05
tla,PART
romela,V
disamane,N10
(,ZPL
lengolo,N05
le,CS05
laelang,V
motho,N01
ho,CN15
tla,V
kgotla,V
),ZPR
ho,PART
moarabi,N01
(,ZPL
motho,N01
eo,CD01
tseko,N09
e,CS09
tliswang,V
ho,PART
yena,PROEMP01
),ZPR
ho,CN15
hlaha,V
kgotla,N05
ka,PART
letsatsi,N05
le,CS05
itseng,V
bakeng,N07
sa,CPOSS07
ho,CN15
ipuella,V
.,ZE
,
Mme,CONJ
moarabi,N01
o,CS01
na,VCOP
le,PART
kgetho,N09
pakeng,N10
tsa,CPOSS10
ho,CN15
dumela,VAUX
ho,CN15
lefa,V
sapoto,N09
jwalo,ADV
ka,PART
ha,CONJ
e,CS09
tsekwa,V
",",ZM
kapa,CONJ
ho,CN15
ngangisana,V
ka,PART
taba,N09
eo,CD09
kgotla,V
.,ZE
,
Ha,CONJ
moarabi,N01
a,CS01
dumela,VAUX
ho,CN15
lefa,V
sapoto,N09
jwalo,ADV
ka,PART
ha,CONJ
e,CS09
tsekwa,V
",",ZM
maseterata,N01a
o,CS01
tla,PART
tadima,V
botjha,N14
ditokomane,N10
tse,CS10
tshwanelehang,V
.,ZE
,
Mme,CONJ
o,CS01
tla,PART
ntsha,V
taelo,N09
",",ZM
mme,CONJ
a,CS01
ka,PART
qeta,V
ka,PART
ho,CN15
etsa,V
jwalo,ADV
ntle,NLOC
le,PART
hore,CONJ
mahlakore,N06
a,CS06
hlahe,V
lekgotleng,N05
.,ZE
,
Ha,CONJ
motho,N01
ya,CS01
qoswang,V
ka,PART
ho,CN15
tshwanela,VAUX
ho,CN15
lefa,V
sapoto,N09
a,CS01
sa,MNEG
batle,VAUX
ho,CN15
dumela,VAUX
ho,CN15
ntshuwa,V
ha,CPOSS15
taelo,N09
",",ZM
o,CS01
tlameha,VAUX
ho,CN15
hlaha,V
pela,NLOC
lekgotla,N05
",",ZM
moo,CD18
bopaki,N14
ba,CPOSS14
mahlakore,N06
ka,PART
bobedi,N14
le,PART
dipaki,N10
tsa,CPOSS10
bona,PROEMP14
bo,CS14
tla,PART
mamelwa,V
.,ZE
,
Ha,CONJ
lekgotla,N05
le,CS05
fumana,V
hore,CONJ
motho,N01
o,CS01
tshwanela,VAUX
ho,CN15
lefa,V
sapoto,N09
",",ZM
le,CS05
tla,PART
ntsha,V
taelo,N09
bakeng,N07
sa,CPOSS07
boholo,N14
ba,CPOSS14
tjhelete,N09
ya,CPOSS09
tlhokomelo,N09
e,CS09
tlamehang,VAUX
ho,CN15
lefshwa,V
.,ZE
,
Lekgotla,N05
hape,ADV
le,CS05
tla,PART
fihlella,V
hore,CONJ
ditjhelete,N10
tsa,CPOSS10
sapoto,N09
di,CS10
tlameha,VAUX
ho,CN15
lefshwa,V
neng,QUE
le,PART
ka,PART
mokgwa,N03
o,CS01
fe,ENUM
.,ZE
,
Lekgotla,N05
le,CS05
ka,PART
laela,V
hore,CONJ
tjhelete,N09
ya,CPOSS09
sapoto,N09
e,CS09
lefshwe,V
ka,PART
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
ditsela,N10
tse,CS10
latelang,V
:,ZM
,
Ofising,N09
ya,CPOSS09
lehae,N05
ya,CPOSS09
maseterata,N01a
kapa,CONJ
ofising,N09
efe,ENUM
feela,CONJ
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
mmuso,N03
e,CS09
reretsweng,V
sepheo,N07
sena,CD07
,
Akhaonteng,N09
ya,CPOSS09
banka,N09
kapa,CONJ
mokgatlo,N03
wa,CPOSS03
kaho,N09
e,CS09
kgethilweng,V
ke,PART
motho,N01
ya,CS01
amehang,V
,
Ka,PART
ho,CN15
otloloha,V
ho,PART
motho,N01
ya,CS01
loketsweng,V
ke,PART
tjhelete,N09
,
Ka,PART
mokgwa,N03
wa,CPOSS03
taelo,N09
e,CS09
laelang,V
mohiri,N01
wa,CPOSS01
motho,N01
ya,CS01
tlamehang,VAUX
ho,CN15
lefa,V
sapoto,N09
ka,PART
ho,CN15
hula,V
tefello,N09
ya,CPOSS09
tlhokomelo,N09
ka,PART
ho,CN15
otloloha,V
moputsong,N03
wa,CPOSS03
mohiruwa,N01
",",ZM
ho,CN15
ya,V
ka,PART
Maintenance,RV
Act,RV
",",ZM
1998,RS
(,ZPL
Molao,N03
wa,CPOSS03
wa,CPOSS03
Sapoto,N09
",",ZM
wa,CPOSS01
1998,RS
),ZPR
.,ZE
,
Foromo,N09
ya,CPOSS09
kopo,N09
e,CS09
tlameha,VAUX
ho,CN15
tlatswa,V
ke,PART
mokopi,N03
mme,CONJ
e,CS09
seng,VCOP
ke,PART
motho,N01
wa,CPOSS01
boraro,N14
hoseng,ADV
jwalo,ADV
kopo,N09
e,CS09
ka,MNEG
se,MNEG
elwe,V
hloko,N09
.,ZE
,
Thusa,V
o,CSPERS
tadime,V
ho,PART
tataiso,N09
ya,CPOSS09
ho,CN15
etsa,V
kopo,N09
ho,CS15
o,COPERS
thusa,V
tshebetsong,N09
ya,CPOSS09
laesense,N09
.,ZE
,
Karolong,N09
ya,CPOSS09
Client,RV
Types,RV
(,ZPL
Mefuta,N04
ya,CPOSS04
Bakopi,N02
),ZPR
,
sheba,V
lebokoseng,N05
la,CPOSS05
Moamohedi,N01
wa,CPOSS01
Setswakantle,N07
",",ZM
tlasa,NLOC
ngodiso,N09
:,ZM
,
Karolo,N09
ya,CPOSS09
Importer,RV
Particulars,RV
(,ZPL
Dintlha,N10
tsa,CPOSS10
Moamohedi,N01
wa,CPOSS01
Setswakantle,N07
),ZPR
",",ZM
e,CS09
batla,V
,
lebitso,N05
la,CPOSS05
kgwebo,N09
la,CPOSS05
mosebetsi,N03
wa,CPOSS03
hao,PROPOSSPERS
,
lebitso,N05
le,PART
nomoro,N09
ya,CPOSS09
seterata,N07
sa,CPOSS07
kgwebo,N09
,
lebitso,N05
le,PART
nomoro,N09
ya,CPOSS09
mokato,N03
wa,CPOSS03
moaho,N03
oo,CD03
kgwebo,N09
e,CS09
tsamaiswang,V
ho,PART
wona,PROEMP03
,
motsana,N03
oo,CD03
mosebetsi,N03
o,CS03
leng,VCOP
ho,PART
ona,PROEMP06
,
toropo,N09
e,CS09
kgolo,ADJ09
kapa,CONJ
toropo,N09
moo,CD18
mosebetsi,N03
o,CS03
leng,VCOP
ho,PART
yona,PROEMP09
,
khoutu,N09
ya,CPOSS09
seterata,N07
sa,CPOSS07
motsana,N03
oo,CD03
mosebetsi,N03
o,CS03
leng,VCOP
ho,PART
wona,PROEMP03
,
ya,CS09
tla,PART
ba,V
le,PART
